6.48148
10
7
10.29412
7
8.53659
6.60377
8.75
4.21687
8.33333
5.9322
8.75
4.43038
6.36364
6.36364
5.46875
1.82609
8.33333
5
9.72222
5.9322
8.75
5.9322
8.75
5
8.75
5.7377
8.75
3.84615
8.75
6.36364
8.75
