11.92,10.18,11.42,10.03,10.52,10.08,11.23,9.941,8.854,6.394,9.827,7.235,9.417,11.32,11.32,11.32,15.05,11.97,11.66,10.78,9.712,6,11.21,6.964,10.02,7.12,9.166,7.138,11.08,7.071,9.832,7.793
1.65,1.464,1.603,1.427,1.503,1.409,1.581,1.438,1.317,1.044,1.425,1.137,1.38,1.591,1.591,1.591,2.092,1.669,1.629,1.532,1.368,1,1.581,1.107,1.412,1.125,1.351,1.126,1.566,1.119,1.427,1.199
1.28,1.622,1.218,1,1.384,1,1.403,1,1,1.786,1.381,1.297,1,1,1,1,1,1,1,1,1,2.536,1.075,1.971,1,1.401,1.611,1.532,1,1.141,1.149,1.227
3.292,3.48,3.039,3.305,3.489,3.966,3.34,4.764,7.075,3.85,3.516,3.666,10.59,3.206,3.206,3.206,20.95,5.889,5.884,3.46,4.166,1.883,3.819,1.84,4.631,2.009,4.385,2.266,9.901,2.048,3.361,2.171
0.03604,0.041,0.03945,0.04668,0.03175,0.04253,0.04205,0.05415,0.04875,0.03559,0.0394,0.02271,0.06462,0.03552,0.03552,0.03552,0.2724,0.04296,0.05147,0.04568,0.04946,0.02577,0.03477,0.03403,0.05415,0.04653,0.04787,0.02184,0.06972,0.03421,0.03473,0.02738
-0.3381,-0.7537,-0.4062,-0.1888,-0.2426,-0.1612,-0.3258,-0.5023,-0.6791,-0.8432,-0.8379,-0.5187,-0.863,-0.6865,-0.6865,-0.6865,-2.714,-0.2746,-0.3063,-0.08361,-0.8363,-0.5377,-0.5917,-0.7901,-0.9433,-1.006,-0.9412,-0.3843,-0.8546,-0.6423,-0.6977,-0.5105
5.944,7.203,5.859,2.28,5.066,2.739,5.26,5.469,10.12,8.936,9.405,6.832,11.14,8.736,8.736,8.736,38.08,3.877,6.993,2.094,9.234,5.226,8.266,7.537,10.97,8.818,10.58,4.808,11.93,6.178,8.925,6.292
